city,state,lat,lon,population,category
Town_02166,India,22.58884,87.67759,979072,medium
Town_02167,India,30.00929,68.33101,68070,small
Town_02168,India,33.1023,84.527,36900,small
Town_02169,India,13.52697,69.03092,41155,small
Town_02170,India,13.32289,75.78239,47869,small
Town_02171,India,17.83237,70.49075,65361,small
Town_02172,India,20.19918,71.28812,86998,small
Town_02173,India,31.19687,73.04911,50789,small
Town_02174,India,23.53704,83.543,436563,medium
Town_02175,India,11.39325,89.26712,125405,medium
Town_02176,India,16.92267,90.6456,67454,small
Town_02177,India,10.4047,92.99119,51252,small
Town_02178,India,33.40552,95.75318,96570,small
Town_02179,India,15.20319,74.63495,22092,small
Town_02180,India,12.10702,92.04279,186384,medium
Town_02181,India,17.04641,82.07072,29561,small
Town_02182,India,35.36074,72.58515,54006,small
Town_02183,India,21.42408,72.7642,67654,small
Town_02184,India,28.55151,68.10839,54947,small
Town_02185,India,23.23517,68.25732,34754,small
Town_02186,India,27.33689,96.3437,57926,small
Town_02187,India,21.97411,84.39654,42303,small
Town_02188,India,30.5155,94.09496,845949,medium
Town_02189,India,11.05568,79.77439,9576755,large
Town_02190,India,14.82853,91.65484,81034,small
Town_02191,India,18.84912,95.88192,62449,small
Town_02192,India,23.76437,89.68025,72459,small
Town_02193,India,24.99265,83.27531,54218,small
Town_02194,India,21.62627,72.66901,389237,medium
Town_02195,India,26.93527,83.04703,87962,small
Town_02196,India,8.2016,81.08831,46961,small
Town_02197,India,17.62682,69.80598,576694,medium
Town_02198,India,30.66254,68.96628,73910,small
Town_02199,India,31.87316,75.58515,68724,small
Town_02200,India,22.57375,87.61757,65325,small
Town_02201,India,26.72424,71.25649,9878368,large
Town_02202,India,19.36795,70.30344,93319,small
Town_02203,India,34.3335,88.01097,845257,medium
Town_02204,India,27.5616,92.61754,25452,small
Town_02205,India,29.6487,85.13603,64551,small
Town_02206,India,14.26761,93.49118,77479,small
Town_02207,India,23.485,71.97292,598111,medium
Town_02208,India,10.20189,84.42783,799570,medium
Town_02209,India,11.68135,94.22252,885685,medium
Town_02210,India,28.40562,93.21067,95459,small
Town_02211,India,35.28226,86.20498,731709,medium
Town_02212,India,15.14087,96.18238,541979,medium
Town_02213,India,31.46285,96.67339,35731,small
Town_02214,India,13.00521,97.21413,86355,small
Town_02215,India,34.43522,93.21371,486996,medium
Town_02216,India,29.61128,90.90916,28202,small
Town_02217,India,10.91483,93.96733,72023,small
Town_02218,India,16.96937,71.8749,78241,small
Town_02219,India,15.75903,76.10772,217984,medium
Town_02220,India,22.83137,68.82153,838628,medium
Town_02221,India,17.90729,94.67357,61931,small
Town_02222,India,35.29436,76.95903,9376802,large
Town_02223,India,13.96534,97.13184,81986,small
Town_02224,India,23.51995,90.49142,86659,small
Town_02225,India,17.08236,70.68074,208163,medium
Town_02226,India,31.96303,94.24672,98327,small
Town_02227,India,30.12178,92.88474,59301,small
Town_02228,India,11.03333,79.83024,35850,small
Town_02229,India,34.25388,74.52906,26139,small
Town_02230,India,24.08736,80.51052,58735,small
Town_02231,India,26.4914,74.82798,47782,small
Town_02232,India,18.62821,97.22013,42586,small
Town_02233,India,9.67464,94.13989,87498,small
Town_02234,India,13.71531,85.58516,92304,small
Town_02235,India,22.66037,76.19268,48006,small
Town_02236,India,20.58809,79.5463,39711,small
Town_02237,India,13.75174,82.99455,95941,small
Town_02238,India,9.69157,94.69609,79933,small
Town_02239,India,32.23172,83.21242,76191,small
Town_02240,India,11.28829,75.64241,471355,medium
Town_02241,India,13.91535,96.33018,52112,small
Town_02242,India,28.18716,78.94995,61533,small
Town_02243,India,12.38946,86.56109,69198,small
Town_02244,India,22.36582,71.2407,38921,small
Town_02245,India,21.02777,85.71183,67475,small
Town_02246,India,20.75452,89.48169,85895,small
Town_02247,India,29.07515,73.18588,107242,medium
Town_02248,India,9.54902,77.3397,82413,small
Town_02249,India,21.55781,89.03335,49561,small
Town_02250,India,14.79134,88.23325,125026,medium
Town_02251,India,30.87015,74.17881,58513,small
Town_02252,India,32.73823,75.37056,20217,small
Town_02253,India,34.58099,87.27186,26760,small
Town_02254,India,10.23191,93.54044,38984,small
Town_02255,India,25.005,87.01132,49887,small
Town_02256,India,28.54765,91.9665,43556,small
Town_02257,India,14.86493,70.18582,30633,small
Town_02258,India,13.83631,93.13426,3938671,large
Town_02259,India,15.85783,96.64048,247341,medium
Town_02260,India,10.3808,86.33529,986559,medium
Town_02261,India,29.69313,84.05026,64109,small
Town_02262,India,28.59268,69.11506,36525,small
Town_02263,India,21.94299,90.53155,392851,medium
Town_02264,India,26.94464,91.67812,34981,small
Town_02265,India,12.2587,89.40584,16651881,large
Town_02266,India,28.07299,72.68102,23143,small
Town_02267,India,13.42532,69.26505,79378,small
Town_02268,India,8.25519,92.73382,67357,small
Town_02269,India,32.18951,71.81078,87590,small
Town_02270,India,20.58763,97.27797,44656,small
Town_02271,India,23.05062,80.20947,513316,medium
Town_02272,India,8.80834,93.31623,48248,small
Town_02273,India,32.35097,81.46471,36448,small
Town_02274,India,10.35944,74.38843,13993633,large
Town_02275,India,20.44282,95.05305,85231,small
Town_02276,India,25.96162,78.20641,698102,medium
Town_02277,India,13.02599,92.95372,253061,medium
Town_02278,India,28.77876,84.80669,37552,small
Town_02279,India,30.30952,72.27202,37382,small
Town_02280,India,13.2163,70.68784,98509,small
Town_02281,India,15.00565,82.36197,72522,small
Town_02282,India,33.01487,70.63346,21736,small
Town_02283,India,34.36018,77.35057,56959,small
Town_02284,India,19.52065,87.70576,30110,small
Town_02285,India,32.70441,85.46088,91431,small
Town_02286,India,17.41902,74.16146,330234,medium
Town_02287,India,32.01601,72.21399,685631,medium
Town_02288,India,12.98635,79.25635,20019,small
Town_02289,India,10.1738,69.79673,948018,medium
Town_02290,India,13.13543,97.25309,62436,small
Town_02291,India,22.44571,68.89877,809517,medium
Town_02292,India,13.32105,69.20804,68816,small
Town_02293,India,29.92057,91.42685,30278,small
Town_02294,India,10.05427,84.26209,71480,small
Town_02295,India,11.0814,83.91762,364195,medium
Town_02296,India,27.44327,85.82192,557862,medium
Town_02297,India,16.23453,84.2953,14217227,large
Town_02298,India,10.4771,80.40971,72317,small
Town_02299,India,30.50469,84.97802,516560,medium
Town_02300,India,28.25128,79.2467,46164,small
Town_02301,India,14.70611,74.81336,42945,small
Town_02302,India,16.5032,95.40866,196155,medium
Town_02303,India,10.73891,78.33949,28818,small
Town_02304,India,33.8747,81.21226,24565,small
Town_02305,India,13.18959,87.1961,434979,medium
Town_02306,India,12.10527,70.45785,99481,small
Town_02307,India,22.41796,80.33043,65722,small
Town_02308,India,34.64229,75.46509,77710,small
Town_02309,India,34.0378,96.00981,50717,small
Town_02310,India,10.05242,76.25179,601038,medium
Town_02311,India,17.95991,93.82585,78778,small
Town_02312,India,21.54676,68.14703,46927,small
Town_02313,India,30.78209,69.26043,64440,small
Town_02314,India,15.20124,89.69769,652844,medium
Town_02315,India,17.82352,96.24224,88959,small
Town_02316,India,31.08614,78.58301,83628,small
Town_02317,India,17.20033,90.26324,64517,small
Town_02318,India,27.11374,84.19099,581417,medium
Town_02319,India,26.29291,70.67852,69839,small
Town_02320,India,27.65283,93.17831,960129,medium
Town_02321,India,24.69376,74.73529,767861,medium
Town_02322,India,16.93098,91.42296,96288,small
Town_02323,India,10.88326,90.38537,832678,medium
Town_02324,India,17.67341,83.43829,456677,medium
Town_02325,India,27.02461,73.34573,435971,medium
Town_02326,India,21.52773,82.7325,35411,small
Town_02327,India,19.51065,92.2258,35229,small
Town_02328,India,20.46792,96.19387,73204,small
Town_02329,India,23.29435,70.12433,66809,small
Town_02330,India,22.27532,72.95019,25581,small
Town_02331,India,19.99006,76.05689,285115,medium
Town_02332,India,11.81316,75.86235,64067,small
Town_02333,India,24.47549,77.70361,31522,small
Town_02334,India,16.51984,93.02017,806648,medium
Town_02335,India,23.72817,90.64791,940890,medium
Town_02336,India,9.3911,82.25144,227851,medium
Town_02337,India,20.19783,80.3736,96439,small
Town_02338,India,11.58686,76.42659,16849296,large
Town_02339,India,8.67727,72.48406,53334,small
Town_02340,India,34.8816,76.94254,87940,small
Town_02341,India,31.4078,73.84555,1157311,large
Town_02342,India,9.37165,82.34158,883417,medium
Town_02343,India,12.87816,68.71246,9460215,large
Town_02344,India,34.37808,85.09923,64288,small
Town_02345,India,17.50321,76.09617,663594,medium
Town_02346,India,33.39122,95.53439,87116,small
Town_02347,India,24.69975,90.00218,49151,small
Town_02348,India,12.17221,84.69731,592051,medium
Town_02349,India,11.42928,84.49218,375070,medium
Town_02350,India,17.36454,78.55735,92050,small
Town_02351,India,20.00906,81.31311,66850,small
Town_02352,India,17.24153,69.82269,905005,medium
Town_02353,India,27.56132,74.35298,10243790,large
Town_02354,India,29.34853,77.72988,62076,small
Town_02355,India,25.8491,89.29321,84172,small
Town_02356,India,33.07493,80.81406,496067,medium
Town_02357,India,26.07366,72.45815,33325,small
Town_02358,India,9.65344,86.611,32186,small
Town_02359,India,18.90428,93.30313,5337362,large
Town_02360,India,33.9659,75.37143,277575,medium
Town_02361,India,14.25792,83.50282,2213643,large
Town_02362,India,21.37143,85.95167,72426,small
Town_02363,India,26.03375,82.9913,38806,small
Town_02364,India,26.74692,94.99852,962250,medium
Town_02365,India,11.25803,75.90526,71229,small
Town_02366,India,9.5148,74.54265,62078,small
Town_02367,India,22.8286,84.75941,64837,small
Town_02368,India,23.72902,88.81935,414597,medium
Town_02369,India,26.74526,94.65225,651714,medium
Town_02370,India,25.55115,79.25784,57500,small
Town_02371,India,18.8459,86.2031,64969,small
Town_02372,India,34.90825,82.83913,74050,small
Town_02373,India,33.85649,75.87867,31845,small
Town_02374,India,16.003,74.05858,61583,small
Town_02375,India,8.79179,75.27246,781117,medium
Town_02376,India,12.07476,74.71994,692193,medium
Town_02377,India,16.8667,77.41709,390097,medium
Town_02378,India,25.1256,70.46683,83414,small
Town_02379,India,22.78409,77.15864,773805,medium
Town_02380,India,31.37583,74.7841,20722,small
Town_02381,India,21.64188,72.85363,85226,small
Town_02382,India,35.30187,71.26513,47975,small
Town_02383,India,25.24525,69.60648,750387,medium
Town_02384,India,15.779,76.65705,68848,small
Town_02385,India,24.2043,72.64816,483282,medium
Town_02386,India,14.18537,73.0442,57211,small
Town_02387,India,24.07512,83.57865,23430,small
Town_02388,India,8.52503,80.86115,38607,small
Town_02389,India,19.87492,78.72426,29270,small
Town_02390,India,19.56457,86.97425,740146,medium
Town_02391,India,12.16689,68.61725,274143,medium
Town_02392,India,12.16925,97.44419,3258549,large
Town_02393,India,28.35022,76.70593,414765,medium
Town_02394,India,29.85278,77.49928,4145564,large
Town_02395,India,35.45465,86.30595,444954,medium
Town_02396,India,14.11694,91.85587,929723,medium
Town_02397,India,14.07715,97.39542,77984,small
Town_02398,India,20.93852,91.8118,980474,medium
Town_02399,India,20.90333,93.22345,75322,small
Town_02400,India,27.7946,92.71158,491996,medium
Town_02401,India,27.38047,92.40363,89677,small
Town_02402,India,34.36688,73.32294,425122,medium
Town_02403,India,17.77038,68.01029,60299,small
Town_02404,India,20.57116,76.55268,21145,small
Town_02405,India,26.51034,87.85024,31969,small
Town_02406,India,12.27617,84.7448,93665,small
Town_02407,India,12.41099,80.51791,697403,medium
Town_02408,India,21.32494,89.7158,63882,small
Town_02409,India,24.07243,74.20688,69467,small
Town_02410,India,8.15798,88.50994,34040,small
Town_02411,India,18.48284,78.3635,99254,small
Town_02412,India,23.68982,90.29089,643089,medium
Town_02413,India,9.76475,94.2925,67395,small
Town_02414,India,27.88089,89.20536,75203,small
Town_02415,India,25.0139,73.74453,40427,small
Town_02416,India,27.83593,74.41919,87436,small
Town_02417,India,34.80551,91.23529,76212,small
Town_02418,India,34.96526,86.49413,43255,small
Town_02419,India,14.55289,69.2226,93801,small
Town_02420,India,25.87942,77.63999,45564,small
Town_02421,India,18.16461,91.08088,33759,small
Town_02422,India,15.70736,68.14101,88796,small
Town_02423,India,10.0892,74.58712,70586,small
Town_02424,India,21.40748,79.50692,52085,small
Town_02425,India,17.97625,80.38573,458719,medium
Town_02426,India,12.22918,74.03583,43947,small
Town_02427,India,35.20575,91.32261,92821,small
Town_02428,India,16.23883,90.55693,70058,small
Town_02429,India,32.83994,91.23789,36297,small
Town_02430,India,31.4316,86.94466,44276,small
Town_02431,India,34.88966,90.34216,56827,small
Town_02432,India,13.07771,83.98266,375287,medium
Town_02433,India,24.54853,97.11695,44916,small
Town_02434,India,28.61104,79.07887,3560551,large
Town_02435,India,23.16703,85.11149,91913,small
Town_02436,India,26.55677,80.50235,74994,small
Town_02437,India,24.94848,80.01603,73520,small
Town_02438,India,24.40098,68.28353,74023,small
Town_02439,India,35.36774,91.25822,82945,small
Town_02440,India,31.22134,77.1622,139142,medium
Town_02441,India,29.84962,76.94253,820686,medium
Town_02442,India,12.72834,76.52632,771116,medium
Town_02443,India,16.70559,91.22175,58175,small
Town_02444,India,9.20448,85.10165,37546,small
Town_02445,India,31.25796,77.44479,387503,medium
Town_02446,India,33.45601,88.37327,529408,medium
Town_02447,India,27.60928,95.49983,24535,small
Town_02448,India,33.01472,90.2192,96571,small
Town_02449,India,16.6794,82.89465,72125,small
Town_02450,India,33.53858,91.38241,93821,small
Town_02451,India,26.67982,96.43719,554187,medium
Town_02452,India,31.92469,94.59234,7302501,large
Town_02453,India,25.85535,74.50836,725092,medium
Town_02454,India,29.2651,71.40866,44579,small
Town_02455,India,14.58431,86.69976,83356,small
Town_02456,India,14.34087,76.94108,987412,medium
Town_02457,India,32.03516,91.34747,579430,medium
Town_02458,India,27.83888,89.47018,84224,small
Town_02459,India,10.51063,79.63325,986041,medium
Town_02460,India,27.12399,83.46557,44729,small
Town_02461,India,26.99133,83.16315,85390,small
Town_02462,India,28.46484,75.7516,726786,medium
Town_02463,India,28.24753,96.61893,52710,small
Town_02464,India,21.57044,78.65985,3452855,large
Town_02465,India,11.23215,70.92244,81593,small
Town_02466,India,28.6688,81.45564,33336,small
Town_02467,India,31.99715,77.47973,96923,small
Town_02468,India,10.419,93.7209,33320,small
Town_02469,India,30.51031,75.46027,91238,small
Town_02470,India,26.43948,93.12421,298010,medium
Town_02471,India,20.32143,72.68939,92936,small
Town_02472,India,24.53795,71.40149,850875,medium
Town_02473,India,33.13899,69.64906,271713,medium
Town_02474,India,26.87401,79.28324,33142,small
Town_02475,India,11.74785,73.14501,79683,small
Town_02476,India,17.35945,82.9365,53227,small
Town_02477,India,18.04802,92.24371,14449729,large
Town_02478,India,34.18062,97.46548,35115,small
Town_02479,India,28.2135,93.83891,175281,medium
Town_02480,India,33.42735,96.14271,977327,medium
Town_02481,India,28.80554,82.24804,39307,small
Town_02482,India,24.50264,84.33221,446753,medium
Town_02483,India,31.34964,80.87434,37390,small
Town_02484,India,18.44432,75.52946,7850158,large
Town_02485,India,22.12886,95.69087,319698,medium
Town_02486,India,17.6917,96.74916,76874,small
Town_02487,India,22.2459,89.94174,894719,medium
Town_02488,India,34.08435,80.41175,55403,small
Town_02489,India,24.39451,86.5709,820886,medium
Town_02490,India,29.67191,85.56344,974677,medium
Town_02491,India,29.18182,71.48422,395981,medium
Town_02492,India,33.9541,95.45081,824976,medium
Town_02493,India,11.20547,81.21785,72074,small
Town_02494,India,28.94734,73.71285,3262856,large
Town_02495,India,16.4126,92.78407,499776,medium
Town_02496,India,19.42055,97.36777,76136,small
Town_02497,India,8.57207,94.96103,92911,small
Town_02498,India,31.68857,94.31161,124541,medium
Town_02499,India,34.69837,76.84791,6188745,large
Town_02500,India,25.20071,92.23477,835914,medium
Town_02501,India,26.32663,70.78649,772479,medium
Town_02502,India,10.51213,94.53698,73461,small
Town_02503,India,21.36281,82.85607,59829,small
Town_02504,India,29.95784,93.51117,59126,small
Town_02505,India,32.29984,90.10859,25746,small
Town_02506,India,33.35936,68.94705,39732,small
Town_02507,India,25.68796,78.2362,962724,medium
Town_02508,India,18.96432,92.52405,17963950,large
Town_02509,India,22.74205,97.07413,99642,small
Town_02510,India,32.37951,84.66287,35359,small
Town_02511,India,27.73716,78.65899,79878,small
Town_02512,India,26.8794,72.87562,57635,small
Town_02513,India,21.01148,92.32147,30965,small
Town_02514,India,21.92777,80.06684,180727,medium
Town_02515,India,12.58056,81.45881,597470,medium
Town_02516,India,22.96145,77.84376,15646484,large
Town_02517,India,33.73367,71.16149,45671,small
Town_02518,India,13.46977,86.50098,44258,small
Town_02519,India,25.04319,79.69195,51945,small
Town_02520,India,30.27493,79.4888,97253,small
Town_02521,India,21.14698,83.14227,20347,small
Town_02522,India,33.57999,86.27563,58237,small
Town_02523,India,19.07676,82.54119,72094,small
Town_02524,India,28.89067,73.81234,180396,medium
Town_02525,India,15.13316,78.25285,88668,small
Town_02526,India,21.91212,93.00872,94369,small
Town_02527,India,29.82233,85.4047,83937,small
Town_02528,India,11.58396,94.52706,2858784,large
Town_02529,India,28.87097,76.13642,632390,medium
Town_02530,India,24.39458,71.49474,486742,medium
Town_02531,India,19.48893,77.98412,198577,medium
Town_02532,India,12.97136,81.61293,42871,small
Town_02533,India,11.99456,96.63788,23318,small
Town_02534,India,18.11313,85.31361,981266,medium
Town_02535,India,35.07212,93.73705,75184,small
Town_02536,India,28.77328,89.07677,39928,small
Town_02537,India,28.97642,94.8351,40836,small
Town_02538,India,28.50841,95.99498,823094,medium
Town_02539,India,12.12504,93.99502,61105,small
Town_02540,India,26.5372,93.31602,13435089,large
Town_02541,India,15.12976,77.72724,536548,medium
Town_02542,India,11.60775,73.37857,39014,small
Town_02543,India,35.38096,73.2029,17299290,large
Town_02544,India,18.88222,91.53167,31185,small
Town_02545,India,21.02238,95.75865,92622,small
Town_02546,India,31.37038,71.99764,69487,small
Town_02547,India,17.47992,82.28912,30703,small
Town_02548,India,34.53413,96.49201,610942,medium
Town_02549,India,28.97214,76.19968,648994,medium
Town_02550,India,22.79264,77.13087,725713,medium
Town_02551,India,26.43632,85.49405,70012,small
Town_02552,India,24.96265,96.40217,32951,small
Town_02553,India,27.62829,93.8493,1630765,large
Town_02554,India,17.26152,76.9253,167211,medium
Town_02555,India,19.13228,74.63063,15381199,large
Town_02556,India,13.93413,97.00181,702719,medium
Town_02557,India,15.90182,93.98978,53620,small
Town_02558,India,20.8529,73.09681,43720,small
Town_02559,India,15.83553,78.47625,51079,small
Town_02560,India,28.91048,75.76113,43972,small
Town_02561,India,9.53736,78.29491,50369,small
Town_02562,India,31.34945,81.83539,5006206,large
Town_02563,India,13.02787,93.81087,8858239,large
Town_02564,India,10.61245,84.34216,73671,small
Town_02565,India,30.34101,73.95243,27874,small
Town_02566,India,16.66711,70.18477,65799,small
Town_02567,India,18.70933,77.55329,94446,small
Town_02568,India,14.55289,76.96619,804360,medium
Town_02569,India,27.00951,94.75218,79409,small
Town_02570,India,11.01167,86.86914,827086,medium
Town_02571,India,9.94246,82.51982,88813,small
Town_02572,India,27.898,89.01322,74238,small
Town_02573,India,26.71812,78.11966,802526,medium
Town_02574,India,27.74328,82.42633,24026,small
Town_02575,India,33.87492,68.70642,60595,small
Town_02576,India,32.24718,91.80374,93410,small
Town_02577,India,8.06833,79.82654,27063,small
Town_02578,India,9.09356,72.5308,384257,medium
Town_02579,India,22.24756,90.02095,77711,small
Town_02580,India,12.70943,87.68157,30578,small
Town_02581,India,8.35117,80.48561,21342,small
Town_02582,India,15.73865,78.7515,65133,small
Town_02583,India,10.78144,84.93892,53759,small
Town_02584,India,22.88447,69.98363,870123,medium
Town_02585,India,29.36312,82.15388,13006196,large
Town_02586,India,14.02928,76.34786,33450,small
Town_02587,India,9.11283,87.11763,34776,small
Town_02588,India,13.79731,87.7161,143773,medium
Town_02589,India,22.57749,78.19938,71238,small
Town_02590,India,18.10855,74.92324,78086,small
Town_02591,India,17.2058,81.76342,865553,medium
Town_02592,India,18.09812,88.06147,668663,medium
Town_02593,India,20.24769,97.32583,86702,small
Town_02594,India,34.20169,84.71812,677782,medium
Town_02595,India,10.41653,92.20814,333487,medium
Town_02596,India,23.57783,86.24305,972179,medium
Town_02597,India,25.76102,87.09033,15567838,large
Town_02598,India,28.98281,83.5514,629172,medium
Town_02599,India,29.24048,88.02557,26386,small
Town_02600,India,18.57853,96.18319,76992,small
Town_02601,India,24.46076,76.81112,316232,medium
Town_02602,India,30.84721,85.54222,37480,small
Town_02603,India,8.58579,79.80735,737512,medium
Town_02604,India,24.97835,76.74794,72932,small
Town_02605,India,19.29279,71.39111,17001789,large
Town_02606,India,20.88192,81.02255,4459517,large
Town_02607,India,27.70729,82.14805,84226,small
Town_02608,India,16.84845,81.9602,49137,small
Town_02609,India,28.45223,76.79613,552510,medium
Town_02610,India,10.57424,76.72861,403702,medium
Town_02611,India,14.3999,92.55579,56797,small
Town_02612,India,15.57308,89.97236,23271,small
Town_02613,India,26.33562,69.58704,99163,small
Town_02614,India,22.21165,71.15863,3525480,large
Town_02615,India,17.67621,82.62783,44536,small
Town_02616,India,32.88219,70.46289,23910,small
Town_02617,India,8.28552,79.94827,37181,small
Town_02618,India,30.98172,81.61677,76176,small
Town_02619,India,17.08775,68.50109,41804,small
Town_02620,India,32.22253,69.25266,761241,medium
Town_02621,India,11.07894,96.72696,44189,small
Town_02622,India,31.63982,84.02415,198706,medium
Town_02623,India,27.20247,80.06031,77439,small
Town_02624,India,11.1981,71.16606,67427,small
Town_02625,India,17.13508,94.18036,229867,medium
Town_02626,India,29.49298,80.93776,215934,medium
Town_02627,India,13.50593,89.36516,28885,small
Town_02628,India,11.69279,69.39178,30673,small
Town_02629,India,11.84979,75.87764,27823,small
Town_02630,India,30.4992,87.33032,86522,small
Town_02631,India,14.70004,84.66853,87094,small
Town_02632,India,11.01445,78.16682,25887,small
Town_02633,India,11.84684,96.06194,59538,small
Town_02634,India,35.10276,80.87948,616680,medium
Town_02635,India,12.77859,91.46292,57631,small
Town_02636,India,14.87556,96.624,397679,medium
Town_02637,India,19.5519,86.4712,387138,medium
Town_02638,India,21.96511,78.56946,62237,small
Town_02639,India,30.63894,95.7546,40848,small
Town_02640,India,20.07532,87.69471,91708,small
Town_02641,India,30.26178,83.5652,373932,medium
Town_02642,India,22.83119,75.05549,74035,small
Town_02643,India,28.6586,77.32933,664919,medium
Town_02644,India,20.87446,96.2521,99267,small
Town_02645,India,19.87087,74.75833,74828,small
Town_02646,India,22.23313,90.42581,570475,medium
Town_02647,India,34.97874,71.1528,24524,small
Town_02648,India,25.83084,77.87838,75239,small
Town_02649,India,17.18347,89.25373,875711,medium
Town_02650,India,23.76158,88.56686,255003,medium
Town_02651,India,16.67817,81.18506,80143,small
Town_02652,India,29.15105,83.48048,22702,small
Town_02653,India,9.82837,71.70641,25337,small
Town_02654,India,28.11767,81.19462,61492,small
Town_02655,India,31.62543,80.03826,555052,medium
Town_02656,India,18.02089,74.39899,87770,small
Town_02657,India,35.2572,90.09078,90426,small
Town_02658,India,21.58505,85.13556,94452,small
Town_02659,India,26.05121,83.42341,51765,small
Town_02660,India,28.94931,74.90532,56976,small
Town_02661,India,15.69387,83.6152,22947,small
Town_02662,India,31.10544,83.44549,422182,medium
Town_02663,India,30.64089,73.40937,73883,small
Town_02664,India,9.92982,74.82262,72829,small
Town_02665,India,10.42761,76.70042,97275,small
Town_02666,India,13.06528,80.59198,415191,medium
Town_02667,India,14.50257,87.65999,680323,medium
Town_02668,India,23.06526,95.20283,48127,small
Town_02669,India,14.34319,74.21336,33621,small
Town_02670,India,27.05387,90.42544,48592,small
Town_02671,India,27.66054,91.2498,212131,medium
Town_02672,India,33.48563,97.30812,300457,medium
Town_02673,India,22.61121,73.32537,57694,small
Town_02674,India,14.52514,89.59917,8150047,large
Town_02675,India,19.2172,88.94668,601719,medium
Town_02676,India,21.27341,72.20708,439286,medium
Town_02677,India,18.07938,76.70744,68510,small
Town_02678,India,18.98358,74.5318,10223996,large
Town_02679,India,30.49468,94.9843,155020,medium
Town_02680,India,14.21073,79.80109,89548,small
Town_02681,India,18.15376,89.00841,737503,medium
Town_02682,India,20.38319,69.60989,42291,small
Town_02683,India,13.06927,91.60693,77269,small
Town_02684,India,33.35193,69.72236,61964,small
Town_02685,India,27.14831,78.93836,68240,small
Town_02686,India,31.42073,80.15294,538213,medium
Town_02687,India,19.90501,72.50144,40198,small
Town_02688,India,17.50715,75.25842,81250,small
Town_02689,India,29.38526,68.91449,91880,small
Town_02690,India,30.85524,80.44472,32305,small
Town_02691,India,12.65968,86.83342,390980,medium
Town_02692,India,32.77321,92.58867,38426,small
Town_02693,India,31.79178,73.2799,55043,small
Town_02694,India,14.73095,68.60626,92101,small
Town_02695,India,10.85968,80.29032,53082,small
Town_02696,India,12.75104,91.18764,75069,small
Town_02697,India,29.65829,82.43259,33762,small
Town_02698,India,10.29227,87.66989,583499,medium
Town_02699,India,14.79839,89.35387,66098,small
Town_02700,India,24.77088,87.33425,96079,small
Town_02701,India,9.09898,88.087,2458139,large
Town_02702,India,35.11116,79.20324,91601,small
Town_02703,India,21.63434,94.83353,438235,medium
Town_02704,India,24.72595,90.76038,707679,medium
Town_02705,India,33.56663,85.44457,92091,small
Town_02706,India,16.38,91.041,34371,small
Town_02707,India,27.61709,91.43256,87910,small
Town_02708,India,34.75819,78.2996,94155,small
Town_02709,India,19.71987,83.9555,50594,small
Town_02710,India,21.86742,80.73279,44019,small
Town_02711,India,23.56621,72.00691,49323,small
Town_02712,India,32.29206,80.17538,52309,small
Town_02713,India,24.34868,87.95724,46390,small
Town_02714,India,27.73548,78.16958,71931,small
Town_02715,India,24.22823,95.76721,707569,medium
Town_02716,India,27.03178,84.74084,614529,medium
Town_02717,India,15.02758,76.86737,834932,medium
Town_02718,India,33.03721,68.45212,32145,small
Town_02719,India,24.37522,77.95296,20179,small
Town_02720,India,11.10725,77.91044,629373,medium
Town_02721,India,10.40375,74.57995,29021,small
Town_02722,India,16.49678,96.21494,1210739,large
Town_02723,India,9.56531,85.75327,88879,small
Town_02724,India,33.12629,78.36587,35260,small
Town_02725,India,15.5452,90.76228,48012,small
Town_02726,India,35.23272,81.57003,64910,small
Town_02727,India,33.23788,80.78825,41941,small
Town_02728,India,18.21057,85.49705,283670,medium
Town_02729,India,32.64763,91.6863,59560,small
Town_02730,India,16.8,83.89222,78965,small
Town_02731,India,34.36199,96.39176,561670,medium
Town_02732,India,22.3252,87.93724,892179,medium
Town_02733,India,26.66072,76.43861,291790,medium
Town_02734,India,10.8,88.78161,72656,small
Town_02735,India,16.65174,74.35775,68301,small
Town_02736,India,22.92595,91.73358,23890,small
Town_02737,India,13.02777,80.37186,441823,medium
Town_02738,India,25.01795,83.92818,979280,medium
Town_02739,India,20.57484,72.82384,16790065,large
Town_02740,India,18.11415,84.03276,31027,small
Town_02741,India,12.62264,74.68056,91351,small
Town_02742,India,13.24938,93.50473,506742,medium
Town_02743,India,29.81891,88.63733,47822,small
Town_02744,India,24.48939,92.75313,736798,medium
Town_02745,India,18.38331,72.29879,74473,small
Town_02746,India,17.3067,87.18102,75943,small
Town_02747,India,26.56596,79.34881,66092,small
Town_02748,India,18.19764,83.24059,2340154,large
Town_02749,India,12.6802,76.32282,489962,medium
Town_02750,India,22.63888,90.8183,91978,small
Town_02751,India,23.50082,68.3419,88504,small
Town_02752,India,25.92021,85.88223,8146953,large
Town_02753,India,11.64976,70.02763,14946702,large
Town_02754,India,10.38389,95.21612,627015,medium
Town_02755,India,20.42315,86.39978,60003,small
Town_02756,India,26.6906,71.56547,54698,small
Town_02757,India,11.81928,79.43155,67781,small
Town_02758,India,8.92825,97.08799,363617,medium
Town_02759,India,26.30956,79.39006,59931,small
Town_02760,India,19.90337,88.0679,83337,small
Town_02761,India,16.76405,70.49245,105186,medium
Town_02762,India,22.5275,86.37159,266776,medium
Town_02763,India,10.7311,75.90793,96956,small
Town_02764,India,19.36715,84.43714,858415,medium
